key,start,end,duration,transfers,daytype,is_return
"Sion, poste/gare -> Mayens-de-l'Ours, télécabine",2025-01-06 08:19:00+01:00,2025-01-06 08:19:00+01:00,29.0,0,weekday,False
"Sion, poste/gare -> Mayens-de-l'Ours, télécabine",2025-01-06 09:41:00+01:00,2025-01-06 09:41:00+01:00,31.0,0,weekday,False
"Sion, poste/gare -> Mayens-de-l'Ours, télécabine",2025-01-06 11:59:00+01:00,2025-01-06 11:59:00+01:00,29.0,0,weekday,False
"Sion, poste/gare -> Mayens-de-l'Ours, télécabine",2025-01-06 12:17:00+01:00,2025-01-06 12:17:00+01:00,29.0,0,weekday,False
"Sion, poste/gare -> Mayens-de-l'Ours, télécabine",2025-01-06 11:30:00+01:00,2025-01-06 11:30:00+01:00,29.0,0,weekday,True
"Sion, poste/gare -> Mayens-de-l'Ours, télécabine",2025-01-06 11:48:00+01:00,2025-01-06 11:48:00+01:00,29.0,0,weekday,True
"Sion, poste/gare -> Mayens-de-l'Ours, télécabine",2025-01-06 14:42:00+01:00,2025-01-06 14:42:00+01:00,29.0,0,weekday,True
"Sion, poste/gare -> Mayens-de-l'Ours, télécabine",2025-01-06 15:10:00+01:00,2025-01-06 15:10:00+01:00,34.0,0,weekday,True
"Sion, poste/gare -> Mayens-de-l'Ours, télécabine",2025-01-06 16:00:00+01:00,2025-01-06 16:00:00+01:00,31.0,0,weekday,True
"Sion, poste/gare -> Mayens-de-l'Ours, télécabine",2025-01-06 16:45:00+01:00,2025-01-06 16:45:00+01:00,31.0,0,weekday,True
"Sion, poste/gare -> Mayens-de-l'Ours, télécabine",2025-01-04 08:19:00+01:00,2025-01-04 08:19:00+01:00,29.0,0,saturday,False
"Sion, poste/gare -> Mayens-de-l'Ours, télécabine",2025-01-04 09:39:00+01:00,2025-01-04 09:39:00+01:00,29.0,0,saturday,False
"Sion, poste/gare -> Mayens-de-l'Ours, télécabine",2025-01-04 11:59:00+01:00,2025-01-04 11:59:00+01:00,29.0,0,saturday,False
"Sion, poste/gare -> Mayens-de-l'Ours, télécabine",2025-01-04 12:39:00+01:00,2025-01-04 12:39:00+01:00,29.0,0,saturday,False
"Sion, poste/gare -> Mayens-de-l'Ours, télécabine",2025-01-04 11:30:00+01:00,2025-01-04 11:30:00+01:00,29.0,0,saturday,True
"Sion, poste/gare -> Mayens-de-l'Ours, télécabine",2025-01-04 12:10:00+01:00,2025-01-04 12:10:00+01:00,29.0,0,saturday,True
"Sion, poste/gare -> Mayens-de-l'Ours, télécabine",2025-01-04 15:10:00+01:00,2025-01-04 15:10:00+01:00,29.0,0,saturday,True
"Sion, poste/gare -> Mayens-de-l'Ours, télécabine",2025-01-04 16:45:00+01:00,2025-01-04 16:45:00+01:00,29.0,0,saturday,True
"Sion, poste/gare -> Mayens-de-l'Ours, télécabine",2025-01-05 08:19:00+01:00,2025-01-05 08:19:00+01:00,29.0,0,sunday,False
"Sion, poste/gare -> Mayens-de-l'Ours, télécabine",2025-01-05 09:39:00+01:00,2025-01-05 09:39:00+01:00,29.0,0,sunday,False
"Sion, poste/gare -> Mayens-de-l'Ours, télécabine",2025-01-05 11:59:00+01:00,2025-01-05 11:59:00+01:00,29.0,0,sunday,False
"Sion, poste/gare -> Mayens-de-l'Ours, télécabine",2025-01-05 12:39:00+01:00,2025-01-05 12:39:00+01:00,29.0,0,sunday,False
"Sion, poste/gare -> Mayens-de-l'Ours, télécabine",2025-01-05 11:30:00+01:00,2025-01-05 11:30:00+01:00,29.0,0,sunday,True
"Sion, poste/gare -> Mayens-de-l'Ours, télécabine",2025-01-05 12:10:00+01:00,2025-01-05 12:10:00+01:00,29.0,0,sunday,True
"Sion, poste/gare -> Mayens-de-l'Ours, télécabine",2025-01-05 15:10:00+01:00,2025-01-05 15:10:00+01:00,29.0,0,sunday,True
"Sion, poste/gare -> Mayens-de-l'Ours, télécabine",2025-01-05 16:45:00+01:00,2025-01-05 16:45:00+01:00,29.0,0,sunday,True
"Sion, poste/gare -> Veysonnaz, station",2025-01-06 08:26:00+01:00,2025-01-06 08:26:00+01:00,36.0,0,weekday,False
"Sion, poste/gare -> Veysonnaz, station",2025-01-06 09:13:00+01:00,2025-01-06 09:13:00+01:00,31.0,0,weekday,False
"Sion, poste/gare -> Veysonnaz, station",2025-01-06 11:18:00+01:00,2025-01-06 11:18:00+01:00,36.0,0,weekday,False
"Sion, poste/gare -> Veysonnaz, station",2025-01-06 12:06:00+01:00,2025-01-06 12:06:00+01:00,36.0,0,weekday,False
"Sion, poste/gare -> Veysonnaz, station",2025-01-06 12:14:00+01:00,2025-01-06 12:14:00+01:00,36.0,1,weekday,False
"Sion, poste/gare -> Veysonnaz, station",2025-01-06 12:22:00+01:00,2025-01-06 12:22:00+01:00,34.0,0,weekday,False
"Sion, poste/gare -> Veysonnaz, station",2025-01-06 13:16:00+01:00,2025-01-06 13:16:00+01:00,31.0,0,weekday,False
"Sion, poste/gare -> Veysonnaz, station",2025-01-06 11:30:00+01:00,2025-01-06 11:30:00+01:00,36.0,0,weekday,True
"Sion, poste/gare -> Veysonnaz, station",2025-01-06 11:38:00+01:00,2025-01-06 11:38:00+01:00,36.0,1,weekday,True
"Sion, poste/gare -> Veysonnaz, station",2025-01-06 11:48:00+01:00,2025-01-06 11:48:00+01:00,34.0,0,weekday,True
"Sion, poste/gare -> Veysonnaz, station",2025-01-06 12:45:00+01:00,2025-01-06 12:45:00+01:00,31.0,0,weekday,True
"Sion, poste/gare -> Veysonnaz, station",2025-01-06 13:45:00+01:00,2025-01-06 13:45:00+01:00,31.0,0,weekday,True
"Sion, poste/gare -> Veysonnaz, station",2025-01-06 14:42:00+01:00,2025-01-06 14:42:00+01:00,36.0,0,weekday,True
"Sion, poste/gare -> Veysonnaz, station",2025-01-06 15:40:00+01:00,2025-01-06 15:40:00+01:00,31.0,0,weekday,True
"Sion, poste/gare -> Veysonnaz, station",2025-01-06 16:05:00+01:00,2025-01-06 16:05:00+01:00,39.0,1,weekday,True
"Sion, poste/gare -> Veysonnaz, station",2025-01-06 16:45:00+01:00,2025-01-06 16:45:00+01:00,33.0,0,weekday,True
"Sion, poste/gare -> Veysonnaz, station",2025-01-04 08:26:00+01:00,2025-01-04 08:26:00+01:00,36.0,0,saturday,False
"Sion, poste/gare -> Veysonnaz, station",2025-01-04 09:13:00+01:00,2025-01-04 09:13:00+01:00,31.0,0,saturday,False
"Sion, poste/gare -> Veysonnaz, station",2025-01-04 09:44:00+01:00,2025-01-04 09:44:00+01:00,34.0,0,saturday,False
"Sion, poste/gare -> Veysonnaz, station",2025-01-04 12:06:00+01:00,2025-01-04 12:06:00+01:00,36.0,0,saturday,False
"Sion, poste/gare -> Veysonnaz, station",2025-01-04 12:44:00+01:00,2025-01-04 12:44:00+01:00,34.0,0,saturday,False
"Sion, poste/gare -> Veysonnaz, station",2025-01-04 11:30:00+01:00,2025-01-04 11:30:00+01:00,36.0,0,saturday,True
"Sion, poste/gare -> Veysonnaz, station",2025-01-04 12:10:00+01:00,2025-01-04 12:10:00+01:00,34.0,0,saturday,True
"Sion, poste/gare -> Veysonnaz, station",2025-01-04 15:10:00+01:00,2025-01-04 15:10:00+01:00,34.0,0,saturday,True
"Sion, poste/gare -> Veysonnaz, station",2025-01-04 16:45:00+01:00,2025-01-04 16:45:00+01:00,34.0,0,saturday,True
"Sion, poste/gare -> Veysonnaz, station",2025-01-05 08:26:00+01:00,2025-01-05 08:26:00+01:00,36.0,0,sunday,False
"Sion, poste/gare -> Veysonnaz, station",2025-01-05 09:13:00+01:00,2025-01-05 09:13:00+01:00,31.0,0,sunday,False
"Sion, poste/gare -> Veysonnaz, station",2025-01-05 09:44:00+01:00,2025-01-05 09:44:00+01:00,34.0,0,sunday,False
"Sion, poste/gare -> Veysonnaz, station",2025-01-05 12:06:00+01:00,2025-01-05 12:06:00+01:00,36.0,0,sunday,False
"Sion, poste/gare -> Veysonnaz, station",2025-01-05 12:44:00+01:00,2025-01-05 12:44:00+01:00,34.0,0,sunday,False
"Sion, poste/gare -> Veysonnaz, station",2025-01-05 11:30:00+01:00,2025-01-05 11:30:00+01:00,36.0,0,sunday,True
"Sion, poste/gare -> Veysonnaz, station",2025-01-05 12:10:00+01:00,2025-01-05 12:10:00+01:00,34.0,0,sunday,True
"Sion, poste/gare -> Veysonnaz, station",2025-01-05 15:10:00+01:00,2025-01-05 15:10:00+01:00,34.0,0,sunday,True
"Sion, poste/gare -> Veysonnaz, station",2025-01-05 16:45:00+01:00,2025-01-05 16:45:00+01:00,34.0,0,sunday,True
"Sion, poste/gare -> Thyon, Batterie de Thyon 2000",2025-01-06 09:12:00+01:00,2025-01-06 09:12:00+01:00,66.0,1,weekday,False
"Sion, poste/gare -> Thyon, Batterie de Thyon 2000",2025-01-06 09:37:00+01:00,2025-01-06 09:37:00+01:00,55.0,1,weekday,False
"Sion, poste/gare -> Thyon, Batterie de Thyon 2000",2025-01-06 09:45:00+01:00,2025-01-06 09:45:00+01:00,59.0,0,weekday,False
"Sion, poste/gare -> Thyon, Batterie de Thyon 2000",2025-01-06 10:12:00+01:00,2025-01-06 10:12:00+01:00,66.0,1,weekday,False
"Sion, poste/gare -> Thyon, Batterie de Thyon 2000",2025-01-06 10:05:00+01:00,2025-01-06 10:05:00+01:00,55.0,1,weekday,False
"Sion, poste/gare -> Thyon, Batterie de Thyon 2000",2025-01-06 11:42:00+01:00,2025-01-06 11:42:00+01:00,60.0,1,weekday,False
"Sion, poste/gare -> Thyon, Batterie de Thyon 2000",2025-01-06 12:23:00+01:00,2025-01-06 12:23:00+01:00,53.0,1,weekday,False
"Sion, poste/gare -> Thyon, Batterie de Thyon 2000",2025-01-06 12:38:00+01:00,2025-01-06 12:38:00+01:00,60.0,2,weekday,False
"Sion, poste/gare -> Thyon, Batterie de Thyon 2000",2025-01-06 12:45:00+01:00,2025-01-06 12:45:00+01:00,59.0,0,weekday,False
"Sion, poste/gare -> Thyon, Batterie de Thyon 2000",2025-01-06 12:41:00+01:00,2025-01-06 12:41:00+01:00,53.0,1,weekday,False
"Sion, poste/gare -> Thyon, Batterie de Thyon 2000",2025-01-06 13:40:00+01:00,2025-01-06 13:40:00+01:00,55.0,1,weekday,False
"Sion, poste/gare -> Thyon, Batterie de Thyon 2000",2025-01-06 11:30:00+01:00,2025-01-06 11:30:00+01:00,53.0,1,weekday,True
"Sion, poste/gare -> Thyon, Batterie de Thyon 2000",2025-01-06 11:38:00+01:00,2025-01-06 11:38:00+01:00,60.0,2,weekday,True
"Sion, poste/gare -> Thyon, Batterie de Thyon 2000",2025-01-06 11:46:00+01:00,2025-01-06 11:46:00+01:00,59.0,0,weekday,True
"Sion, poste/gare -> Thyon, Batterie de Thyon 2000",2025-01-06 11:48:00+01:00,2025-01-06 11:48:00+01:00,53.0,1,weekday,True
"Sion, poste/gare -> Thyon, Batterie de Thyon 2000",2025-01-06 12:45:00+01:00,2025-01-06 12:45:00+01:00,55.0,1,weekday,True
"Sion, poste/gare -> Thyon, Batterie de Thyon 2000",2025-01-06 13:45:00+01:00,2025-01-06 13:45:00+01:00,55.0,1,weekday,True
"Sion, poste/gare -> Thyon, Batterie de Thyon 2000",2025-01-06 13:46:00+01:00,2025-01-06 13:46:00+01:00,66.0,1,weekday,True
"Sion, poste/gare -> Thyon, Batterie de Thyon 2000",2025-01-04 09:12:00+01:00,2025-01-04 09:12:00+01:00,66.0,1,saturday,False
"Sion, poste/gare -> Thyon, Batterie de Thyon 2000",2025-01-04 09:37:00+01:00,2025-01-04 09:37:00+01:00,55.0,1,saturday,False
"Sion, poste/gare -> Thyon, Batterie de Thyon 2000",2025-01-04 09:45:00+01:00,2025-01-04 09:45:00+01:00,59.0,0,saturday,False
"Sion, poste/gare -> Thyon, Batterie de Thyon 2000",2025-01-04 10:12:00+01:00,2025-01-04 10:12:00+01:00,66.0,1,saturday,False
"Sion, poste/gare -> Thyon, Batterie de Thyon 2000",2025-01-04 10:03:00+01:00,2025-01-04 10:03:00+01:00,53.0,1,saturday,False
"Sion, poste/gare -> Thyon, Batterie de Thyon 2000",2025-01-04 12:23:00+01:00,2025-01-04 12:23:00+01:00,53.0,1,saturday,False
"Sion, poste/gare -> Thyon, Batterie de Thyon 2000",2025-01-04 12:45:00+01:00,2025-01-04 12:45:00+01:00,59.0,0,saturday,False
"Sion, poste/gare -> Thyon, Batterie de Thyon 2000",2025-01-04 13:03:00+01:00,2025-01-04 13:03:00+01:00,53.0,1,saturday,False
"Sion, poste/gare -> Thyon, Batterie de Thyon 2000",2025-01-04 11:30:00+01:00,2025-01-04 11:30:00+01:00,53.0,1,saturday,True
"Sion, poste/gare -> Thyon, Batterie de Thyon 2000",2025-01-04 11:46:00+01:00,2025-01-04 11:46:00+01:00,59.0,0,saturday,True
"Sion, poste/gare -> Thyon, Batterie de Thyon 2000",2025-01-04 12:10:00+01:00,2025-01-04 12:10:00+01:00,53.0,1,saturday,True
"Sion, poste/gare -> Thyon, Batterie de Thyon 2000",2025-01-04 13:46:00+01:00,2025-01-04 13:46:00+01:00,66.0,1,saturday,True
"Sion, poste/gare -> Thyon, Batterie de Thyon 2000",2025-01-04 15:10:00+01:00,2025-01-04 15:10:00+01:00,53.0,1,saturday,True
"Sion, poste/gare -> Thyon, Batterie de Thyon 2000",2025-01-04 16:46:00+01:00,2025-01-04 16:46:00+01:00,59.0,0,saturday,True
"Sion, poste/gare -> Thyon, Batterie de Thyon 2000",2025-01-05 09:12:00+01:00,2025-01-05 09:12:00+01:00,66.0,1,sunday,False
"Sion, poste/gare -> Thyon, Batterie de Thyon 2000",2025-01-05 09:37:00+01:00,2025-01-05 09:37:00+01:00,55.0,1,sunday,False
"Sion, poste/gare -> Thyon, Batterie de Thyon 2000",2025-01-05 09:45:00+01:00,2025-01-05 09:45:00+01:00,59.0,0,sunday,False
"Sion, poste/gare -> Thyon, Batterie de Thyon 2000",2025-01-05 10:12:00+01:00,2025-01-05 10:12:00+01:00,66.0,1,sunday,False
"Sion, poste/gare -> Thyon, Batterie de Thyon 2000",2025-01-05 10:03:00+01:00,2025-01-05 10:03:00+01:00,53.0,1,sunday,False
"Sion, poste/gare -> Thyon, Batterie de Thyon 2000",2025-01-05 12:23:00+01:00,2025-01-05 12:23:00+01:00,53.0,1,sunday,False
"Sion, poste/gare -> Thyon, Batterie de Thyon 2000",2025-01-05 12:45:00+01:00,2025-01-05 12:45:00+01:00,59.0,0,sunday,False
"Sion, poste/gare -> Thyon, Batterie de Thyon 2000",2025-01-05 13:03:00+01:00,2025-01-05 13:03:00+01:00,53.0,1,sunday,False
"Sion, poste/gare -> Thyon, Batterie de Thyon 2000",2025-01-05 11:30:00+01:00,2025-01-05 11:30:00+01:00,53.0,1,sunday,True
"Sion, poste/gare -> Thyon, Batterie de Thyon 2000",2025-01-05 11:46:00+01:00,2025-01-05 11:46:00+01:00,59.0,0,sunday,True
"Sion, poste/gare -> Thyon, Batterie de Thyon 2000",2025-01-05 12:10:00+01:00,2025-01-05 12:10:00+01:00,53.0,1,sunday,True
"Sion, poste/gare -> Thyon, Batterie de Thyon 2000",2025-01-05 13:46:00+01:00,2025-01-05 13:46:00+01:00,66.0,1,sunday,True
"Sion, poste/gare -> Thyon, Batterie de Thyon 2000",2025-01-05 15:10:00+01:00,2025-01-05 15:10:00+01:00,53.0,1,sunday,True
"Sion, poste/gare -> Thyon, Batterie de Thyon 2000",2025-01-05 16:46:00+01:00,2025-01-05 16:46:00+01:00,59.0,0,sunday,True
"Sion, poste/gare -> Les Masses, télésiège",2025-01-06 08:46:00+01:00,2025-01-06 08:46:00+01:00,40.0,0,weekday,False
"Sion, poste/gare -> Les Masses, télésiège",2025-01-06 09:23:00+01:00,2025-01-06 09:23:00+01:00,37.0,0,weekday,False
"Sion, poste/gare -> Les Masses, télésiège",2025-01-06 09:46:00+01:00,2025-01-06 09:46:00+01:00,40.0,0,weekday,False
"Sion, poste/gare -> Les Masses, télésiège",2025-01-06 12:23:00+01:00,2025-01-06 12:23:00+01:00,37.0,0,weekday,False
"Sion, poste/gare -> Les Masses, télésiège",2025-01-06 11:46:00+01:00,2025-01-06 11:46:00+01:00,37.0,0,weekday,True
"Sion, poste/gare -> Les Masses, télésiège",2025-01-06 13:46:00+01:00,2025-01-06 13:46:00+01:00,40.0,0,weekday,True
"Sion, poste/gare -> Les Masses, télésiège",2025-01-06 15:46:00+01:00,2025-01-06 15:46:00+01:00,40.0,0,weekday,True
"Sion, poste/gare -> Les Masses, télésiège",2025-01-06 16:46:00+01:00,2025-01-06 16:46:00+01:00,37.0,0,weekday,True
"Sion, poste/gare -> Les Masses, télésiège",2025-01-04 08:46:00+01:00,2025-01-04 08:46:00+01:00,40.0,0,saturday,False
"Sion, poste/gare -> Les Masses, télésiège",2025-01-04 09:23:00+01:00,2025-01-04 09:23:00+01:00,37.0,0,saturday,False
"Sion, poste/gare -> Les Masses, télésiège",2025-01-04 09:46:00+01:00,2025-01-04 09:46:00+01:00,40.0,0,saturday,False
"Sion, poste/gare -> Les Masses, télésiège",2025-01-04 12:23:00+01:00,2025-01-04 12:23:00+01:00,37.0,0,saturday,False
"Sion, poste/gare -> Les Masses, télésiège",2025-01-04 11:46:00+01:00,2025-01-04 11:46:00+01:00,37.0,0,saturday,True
"Sion, poste/gare -> Les Masses, télésiège",2025-01-04 13:46:00+01:00,2025-01-04 13:46:00+01:00,40.0,0,saturday,True
"Sion, poste/gare -> Les Masses, télésiège",2025-01-04 15:46:00+01:00,2025-01-04 15:46:00+01:00,40.0,0,saturday,True
"Sion, poste/gare -> Les Masses, télésiège",2025-01-04 16:46:00+01:00,2025-01-04 16:46:00+01:00,37.0,0,saturday,True
"Sion, poste/gare -> Les Masses, télésiège",2025-01-05 08:46:00+01:00,2025-01-05 08:46:00+01:00,40.0,0,sunday,False
"Sion, poste/gare -> Les Masses, télésiège",2025-01-05 09:23:00+01:00,2025-01-05 09:23:00+01:00,37.0,0,sunday,False
"Sion, poste/gare -> Les Masses, télésiège",2025-01-05 09:46:00+01:00,2025-01-05 09:46:00+01:00,40.0,0,sunday,False
"Sion, poste/gare -> Les Masses, télésiège",2025-01-05 12:23:00+01:00,2025-01-05 12:23:00+01:00,37.0,0,sunday,False
"Sion, poste/gare -> Les Masses, télésiège",2025-01-05 11:46:00+01:00,2025-01-05 11:46:00+01:00,37.0,0,sunday,True
"Sion, poste/gare -> Les Masses, télésiège",2025-01-05 13:46:00+01:00,2025-01-05 13:46:00+01:00,40.0,0,sunday,True
"Sion, poste/gare -> Les Masses, télésiège",2025-01-05 15:46:00+01:00,2025-01-05 15:46:00+01:00,40.0,0,sunday,True
"Sion, poste/gare -> Les Masses, télésiège",2025-01-05 16:46:00+01:00,2025-01-05 16:46:00+01:00,37.0,0,sunday,True
"Sion, poste/gare -> Haute-Nendaz, télécabine",2025-01-06 08:23:00+01:00,2025-01-06 08:23:00+01:00,38.0,0,weekday,False
"Sion, poste/gare -> Haute-Nendaz, télécabine",2025-01-06 08:48:00+01:00,2025-01-06 08:48:00+01:00,43.0,0,weekday,False
"Sion, poste/gare -> Haute-Nendaz, télécabine",2025-01-06 09:20:00+01:00,2025-01-06 09:20:00+01:00,38.0,0,weekday,False
"Sion, poste/gare -> Haute-Nendaz, télécabine",2025-01-06 09:48:00+01:00,2025-01-06 09:48:00+01:00,43.0,0,weekday,False
"Sion, poste/gare -> Haute-Nendaz, télécabine",2025-01-06 10:43:00+01:00,2025-01-06 10:43:00+01:00,38.0,0,weekday,False
"Sion, poste/gare -> Haute-Nendaz, télécabine",2025-01-06 11:43:00+01:00,2025-01-06 11:43:00+01:00,38.0,0,weekday,False
"Sion, poste/gare -> Haute-Nendaz, télécabine",2025-01-06 12:21:00+01:00,2025-01-06 12:21:00+01:00,43.0,0,weekday,False
"Sion, poste/gare -> Haute-Nendaz, télécabine",2025-01-06 12:48:00+01:00,2025-01-06 12:48:00+01:00,43.0,0,weekday,False
"Sion, poste/gare -> Haute-Nendaz, télécabine",2025-01-06 13:28:00+01:00,2025-01-06 13:28:00+01:00,43.0,0,weekday,False
"Sion, poste/gare -> Haute-Nendaz, télécabine",2025-01-06 13:48:00+01:00,2025-01-06 13:48:00+01:00,43.0,0,weekday,False
"Sion, poste/gare -> Haute-Nendaz, télécabine",2025-01-06 11:05:00+01:00,2025-01-06 11:05:00+01:00,38.0,0,weekday,True
"Sion, poste/gare -> Haute-Nendaz, télécabine",2025-01-06 11:38:00+01:00,2025-01-06 11:38:00+01:00,43.0,0,weekday,True
"Sion, poste/gare -> Haute-Nendaz, télécabine",2025-01-06 12:05:00+01:00,2025-01-06 12:05:00+01:00,43.0,0,weekday,True
"Sion, poste/gare -> Haute-Nendaz, télécabine",2025-01-06 12:45:00+01:00,2025-01-06 12:45:00+01:00,43.0,0,weekday,True
"Sion, poste/gare -> Haute-Nendaz, télécabine",2025-01-06 13:05:00+01:00,2025-01-06 13:05:00+01:00,43.0,0,weekday,True
"Sion, poste/gare -> Haute-Nendaz, télécabine",2025-01-06 14:05:00+01:00,2025-01-06 14:05:00+01:00,38.0,0,weekday,True
"Sion, poste/gare -> Haute-Nendaz, télécabine",2025-01-06 15:05:00+01:00,2025-01-06 15:05:00+01:00,38.0,0,weekday,True
"Sion, poste/gare -> Haute-Nendaz, télécabine",2025-01-06 16:05:00+01:00,2025-01-06 16:05:00+01:00,43.0,0,weekday,True
"Sion, poste/gare -> Haute-Nendaz, télécabine",2025-01-06 16:50:00+01:00,2025-01-06 16:50:00+01:00,38.0,0,weekday,True
"Sion, poste/gare -> Haute-Nendaz, télécabine",2025-01-04 08:23:00+01:00,2025-01-04 08:23:00+01:00,38.0,0,saturday,False
"Sion, poste/gare -> Haute-Nendaz, télécabine",2025-01-04 08:48:00+01:00,2025-01-04 08:48:00+01:00,43.0,0,saturday,False
"Sion, poste/gare -> Haute-Nendaz, télécabine",2025-01-04 09:20:00+01:00,2025-01-04 09:20:00+01:00,38.0,0,saturday,False
"Sion, poste/gare -> Haute-Nendaz, télécabine",2025-01-04 09:48:00+01:00,2025-01-04 09:48:00+01:00,43.0,0,saturday,False
"Sion, poste/gare -> Haute-Nendaz, télécabine",2025-01-04 10:43:00+01:00,2025-01-04 10:43:00+01:00,38.0,0,saturday,False
"Sion, poste/gare -> Haute-Nendaz, télécabine",2025-01-04 11:43:00+01:00,2025-01-04 11:43:00+01:00,38.0,0,saturday,False
"Sion, poste/gare -> Haute-Nendaz, télécabine",2025-01-04 12:21:00+01:00,2025-01-04 12:21:00+01:00,43.0,0,saturday,False
"Sion, poste/gare -> Haute-Nendaz, télécabine",2025-01-04 12:48:00+01:00,2025-01-04 12:48:00+01:00,43.0,0,saturday,False
"Sion, poste/gare -> Haute-Nendaz, télécabine",2025-01-04 13:28:00+01:00,2025-01-04 13:28:00+01:00,43.0,0,saturday,False
"Sion, poste/gare -> Haute-Nendaz, télécabine",2025-01-04 13:43:00+01:00,2025-01-04 13:43:00+01:00,38.0,0,saturday,False
"Sion, poste/gare -> Haute-Nendaz, télécabine",2025-01-04 11:05:00+01:00,2025-01-04 11:05:00+01:00,38.0,0,saturday,True
"Sion, poste/gare -> Haute-Nendaz, télécabine",2025-01-04 11:38:00+01:00,2025-01-04 11:38:00+01:00,43.0,0,saturday,True
"Sion, poste/gare -> Haute-Nendaz, télécabine",2025-01-04 12:05:00+01:00,2025-01-04 12:05:00+01:00,43.0,0,saturday,True
"Sion, poste/gare -> Haute-Nendaz, télécabine",2025-01-04 12:45:00+01:00,2025-01-04 12:45:00+01:00,43.0,0,saturday,True
"Sion, poste/gare -> Haute-Nendaz, télécabine",2025-01-04 13:05:00+01:00,2025-01-04 13:05:00+01:00,38.0,0,saturday,True
"Sion, poste/gare -> Haute-Nendaz, télécabine",2025-01-04 14:05:00+01:00,2025-01-04 14:05:00+01:00,38.0,0,saturday,True
"Sion, poste/gare -> Haute-Nendaz, télécabine",2025-01-04 15:05:00+01:00,2025-01-04 15:05:00+01:00,38.0,0,saturday,True
"Sion, poste/gare -> Haute-Nendaz, télécabine",2025-01-04 16:05:00+01:00,2025-01-04 16:05:00+01:00,43.0,0,saturday,True
"Sion, poste/gare -> Haute-Nendaz, télécabine",2025-01-04 16:50:00+01:00,2025-01-04 16:50:00+01:00,38.0,0,saturday,True
"Sion, poste/gare -> Haute-Nendaz, télécabine",2025-01-05 08:23:00+01:00,2025-01-05 08:23:00+01:00,38.0,0,sunday,False
"Sion, poste/gare -> Haute-Nendaz, télécabine",2025-01-05 08:48:00+01:00,2025-01-05 08:48:00+01:00,43.0,0,sunday,False
"Sion, poste/gare -> Haute-Nendaz, télécabine",2025-01-05 09:20:00+01:00,2025-01-05 09:20:00+01:00,38.0,0,sunday,False
"Sion, poste/gare -> Haute-Nendaz, télécabine",2025-01-05 09:48:00+01:00,2025-01-05 09:48:00+01:00,43.0,0,sunday,False
"Sion, poste/gare -> Haute-Nendaz, télécabine",2025-01-05 10:43:00+01:00,2025-01-05 10:43:00+01:00,38.0,0,sunday,False
"Sion, poste/gare -> Haute-Nendaz, télécabine",2025-01-05 11:43:00+01:00,2025-01-05 11:43:00+01:00,38.0,0,sunday,False
"Sion, poste/gare -> Haute-Nendaz, télécabine",2025-01-05 12:21:00+01:00,2025-01-05 12:21:00+01:00,43.0,0,sunday,False
"Sion, poste/gare -> Haute-Nendaz, télécabine",2025-01-05 12:48:00+01:00,2025-01-05 12:48:00+01:00,43.0,0,sunday,False
"Sion, poste/gare -> Haute-Nendaz, télécabine",2025-01-05 13:28:00+01:00,2025-01-05 13:28:00+01:00,43.0,0,sunday,False
"Sion, poste/gare -> Haute-Nendaz, télécabine",2025-01-05 13:43:00+01:00,2025-01-05 13:43:00+01:00,38.0,0,sunday,False
"Sion, poste/gare -> Haute-Nendaz, télécabine",2025-01-05 11:05:00+01:00,2025-01-05 11:05:00+01:00,38.0,0,sunday,True
"Sion, poste/gare -> Haute-Nendaz, télécabine",2025-01-05 11:38:00+01:00,2025-01-05 11:38:00+01:00,43.0,0,sunday,True
"Sion, poste/gare -> Haute-Nendaz, télécabine",2025-01-05 12:05:00+01:00,2025-01-05 12:05:00+01:00,43.0,0,sunday,True
"Sion, poste/gare -> Haute-Nendaz, télécabine",2025-01-05 12:45:00+01:00,2025-01-05 12:45:00+01:00,43.0,0,sunday,True
"Sion, poste/gare -> Haute-Nendaz, télécabine",2025-01-05 13:05:00+01:00,2025-01-05 13:05:00+01:00,38.0,0,sunday,True
"Sion, poste/gare -> Haute-Nendaz, télécabine",2025-01-05 14:05:00+01:00,2025-01-05 14:05:00+01:00,38.0,0,sunday,True
"Sion, poste/gare -> Haute-Nendaz, télécabine",2025-01-05 15:05:00+01:00,2025-01-05 15:05:00+01:00,38.0,0,sunday,True
"Sion, poste/gare -> Haute-Nendaz, télécabine",2025-01-05 16:05:00+01:00,2025-01-05 16:05:00+01:00,43.0,0,sunday,True
"Sion, poste/gare -> Haute-Nendaz, télécabine",2025-01-05 16:50:00+01:00,2025-01-05 16:50:00+01:00,38.0,0,sunday,True
"Sion, poste/gare -> Siviez (station aval)",2025-01-06 09:33:00+01:00,2025-01-06 09:33:00+01:00,137.0,7,weekday,False
"Sion, poste/gare -> Siviez (station aval)",2025-01-06 09:43:00+01:00,2025-01-06 09:43:00+01:00,119.0,7,weekday,False
"Sion, poste/gare -> Siviez (station aval)",2025-01-06 10:23:00+01:00,2025-01-06 10:23:00+01:00,127.0,7,weekday,False
"Sion, poste/gare -> Siviez (station aval)",2025-01-06 10:43:00+01:00,2025-01-06 10:43:00+01:00,119.0,7,weekday,False
"Sion, poste/gare -> Siviez (station aval)",2025-01-06 11:23:00+01:00,2025-01-06 11:23:00+01:00,127.0,7,weekday,False
